Column1,Column2,Column3
traveler:RED_STAMP,Damn it.,망할.
traveler:RED_STAMP,I am sure you deny people all day.,분명 하루 종일 거부만 하면서.
traveler:RED_STAMP,Why not now?,왜 이번엔?
traveler:RED_STAMP,I figure something else out.,다른 방도를 찾아봐야겠군.
traveler:RED_STAMP,"Ok, now I get free from this bad job.","좋아, 이걸로 인해 좋은 직업을 얻을 수 있겠어."
traveler:RED_STAMP,Thanks.,고맙군.
traveler:NEED_SURGERY,I come for medical reasons.,수술 때문에 왔습니다.
traveler:NEED_SURGERY,@Your papers are missing.,@서류가 없군요.
traveler:NEED_SURGERY,Please.,부탁이에요.
traveler:NEED_SURGERY,Surgery I need is outlawed in Kolechia.,내가 받는 수술은 콜레치아에선 불법이에요.
traveler:NEED_SURGERY,"Even so, I do not trust doctors there.","거기다가, 거긴 돌팔이도 많아요."
traveler:NEED_SURGERY,Only Arstotzka have skilled surgeons.,아스토츠카에만 숙련된 의사들이 있잖아요.
traveler:NEED_SURGERY,@You do not have the right documents.,@제대로 된 서류를 구비하지 않으셨습니다.
traveler:NEED_SURGERY,Yes.,알아요.
traveler:NEED_SURGERY,They will not give papers for surgery.,수술 때문에 나한테 서류를 주진 않을 거예요.
traveler:NEED_SURGERY,Thank you. I will not forget this.,고맙군요. 절대 잊지 않겠어요.
traveler:NEED_SURGERY,I expected this.,이럴 줄 알았어요.
traveler:NEED_SURGERY,I do not know how long I survive.,얼마나 살 수 있을지 모르겠네요.
traveler:NEED_SURGERY,But you do not care.~,당신은 신경도 안 쓰겠지만.~
traveler:NEED_SURGERY,I hope you are not in same place as me.,당신은 내 꼴 나지 않았으면 좋겠네요.
traveler:LOVE_SONG,I will leave this here.,이걸 놓고 가죠.
traveler:LOVE_SONG,Great!,어머!
traveler:LOVE_SONG,You really super guy!~,정말 멋진 분이군요!~
traveler:LOVE_SONG,Can I have note back now?,쪽지 돌려받을 수 있을까요?
traveler:LOVE_SONG,I need it for next inspector.,다음을 대비해야 해서요.
traveler:LOVE_SONG,But I give you such lovely note!,쪽지까지 줬건만!
traveler:LOVE_SONG,"Thanks and like I say, you super guy.",고마워요. 참 잘생겼다니까.
traveler:LOVE_SONG,Do not forget.,잊지 마요.
traveler:LOVE_SONG,Is too much?,너무 많은가요?
traveler:LOVE_SONG,@Yes.,@네.
traveler:LOVE_SONG,Is too much. I can see that now.,너무 많군요. 이제 알겠어요.
traveler:LOVE_SONG,Next time I make couple copies first.,다음 번엔 처음부터 두 장을 가져와야겠어요.
traveler:LOVE_SONG_LONELY,Life sucks.,인생이란.
traveler:LOVE_SONG_LONELY,Nobody loves me.,아무도 날 좋아해주지 않아.
traveler:LOVE_SONG_LONELY,For me?,나한테 주는 겁니까?
traveler:LOVE_SONG_LONELY,Like fire?,불처럼?
traveler:LOVE_SONG_LONELY,Object of desire?,욕망의 주체?
traveler:LOVE_SONG_LONELY,"Wow, nobody say such nice things!","이야, 이런 말 해준 사람은 없었는데!"
traveler:LOVE_SONG_LONELY,Part about visa is confusing but rest is very powerful.,입국을 허가해달라는 부분만 빼면 아주 좋군요.
traveler:LOVE_SONG_LONELY,Thank you!,고마워요.
traveler:LOVE_SONG_LONELY,Thank you again!,다시 한 번 고마워요.
traveler:LOVE_SONG_LONELY,Thanks I guess.,감사를 표하죠.
traveler:LOVE_SONG_LONELY,No problem!,괜찮아요!
traveler:LOVE_SONG_LONELY,Today is good day anyway!,오늘은 좋은 날이니까!
traveler:LOVE_SONG_LONELY,Even you hate me.,당신이 날 싫어해도 말이죠.
traveler:LOVE_SONG_LONELY,Some guy I do not even know.,어짜피 모르는 사람인 걸요.
traveler:KOLECHIAN_HATER,It was a mistake to open this checkpoint.,이 검문소를 개방한 건 실수였다.
traveler:FINALLY_RETURN_HOME,Finally I can return home.,마침내 고향에 갈 수 있겠군요.
traveler:FINALLY_RETURN_HOME,You bastard.,망할 새끼.
traveler:FINALLY_RETURN_HOME,Thank you.,고맙군요.
traveler:SMALL_CHECKPOINT,This checkpoint is smaller than I expected.,검문소가 생각보다 작군요.
traveler:WAITED_FOREVER,I have waited in this damn line since for 8 hours.,이 망할 줄에 8시간 동안 서 있었어요.
traveler:WAITED_FOREVER,I hope it was worth it.,그럴 가치가 있길 바라요.
traveler:WAITED_FOREVER,Unbelievable. Go to hell.,말도 안 돼. 지옥에나 떨어져라.
traveler:HURRY_UP,Hurry up.,서둘러요.
traveler:HURRY_UP,I am meeting bus soon.,곧 버스가 온다고요.
traveler:HURRY_UP,What is this?,이건 뭐죠?
traveler:HURRY_UP,Finally.,드디어.
traveler:GLAD_YOU_HAVE_JOB,I heard about terrorist attack.,테러리스트 공격에 대해 들었어요.
traveler:GLAD_YOU_HAVE_JOB,You are lucky to have a job still.,아직도 직장을 가지고 있다니 운이 좋네요.
traveler:GLAD_YOU_HAVE_JOB,Be safe.,잘 지내요.
traveler:TICKET_NOT_PERMIT,What? I do not know. To visit?,뭐라고요? 몰라요. 누굴 만나러?
traveler:TICKET_NOT_PERMIT,A few days maybe.,아마 며칠 될 거예요.
traveler:TICKET_NOT_PERMIT,Entry permit? I have ticket here.,입국 허가증? 여기 표는 있는데.
traveler:TICKET_NOT_PERMIT,Let me through.,좀 지나갑시다.
traveler:TICKET_NOT_PERMIT,@Ticket is not enough any more.,@표는 더 이상 쓰이지 않습니다.
traveler:TICKET_NOT_PERMIT,@Get a permit.,@허가증을 얻으시죠.
traveler:TICKET_NOT_PERMIT,Bullshit!,망할!
traveler:TICKET_NOT_PERMIT,I paid good money for ticket.,표 얻으려고 얼마나 돈을 썼는데.
traveler:VISIT_SON,I am so happy that the border has opened.,국경이 드디어 열려서 기쁘군요.
traveler:VISIT_SON,I will visit my son. I have not seen him in six years. [Speech/Purpose],아들을 만나러 갈 겁니다. 6년 동안 못 봤거든요. [Speech/Purpose]
traveler:VISIT_SON,6 months. [Speech/Duration],6개월입니다. [Speech/Duration]
traveler:VISIT_SON,"Please, let me pass. My son is waiting.","제발, 들여보내 주십쇼. 아들이 기다린단 말입니다."
traveler:VISIT_SON,Thank you.,고마워요.
traveler:VISIT_SON,Curse you.,썩을 놈.
traveler:DETAIN_FIRST,Hey wait.,잠깐.
traveler:DETAIN_FIRST,"Do not arrest me, please.","체포하지 마세요, 제발."
traveler:DETAIN_FIRST,Just deny my passport and I will go away.,그냥 여권을 거부하면 갈 길 갈테니까.
traveler:HATE_COUNTRY,It is not my choice. I hate this damn country.,선택권이 없었어요. 망할 놈의 나라 같으니.
traveler:HATE_COUNTRY,I am just passing through. [Speech/Purpose],그냥 지나갈 겁니다. [Speech/Purpose]
traveler:HATE_COUNTRY,As little as possible. 2 days. [Speech/Duration],최소한으로 머무를 거예요. 이틀요. [Speech/Duration]
traveler:HATE_COUNTRY,Ugh.,으윽.
traveler:HATE_COUNTRY,Just as well.,오히려 다행이군요.
traveler:SEARCH_BRIBE_INTRO,Slow down my friend.,진정해요 친구.
traveler:SEARCH_BRIBE_INTRO,I have only harmless medicine.,무해한 약뿐이라고요.
traveler:SEARCH_BRIBE_INTRO,I give you 10 credits to let me through.,통과 시켜주면 10장 드리죠.
traveler:SEARCH_BRIBE_INTRO,Excellent.,좋아요.
traveler:SEARCH_BRIBE_INTRO,As I promised.,약속대롭니다.
traveler:SEARCH_BRIBE_INTRO,Why you turn down good money?,왜 돈 준다는데 마다하지?
traveler:SEARCH_BRIBE_INTRO,@You are lucky to escape arrest.,@체포 않는 걸 다행으로 여기시오.
traveler:SEARCH_BRIBE_INTRO,@Do not come back.,@다시는 오지 말고.
traveler:SEARCH_BRIBE_INTRO,@You cannot bribe an officer of Arstotzka.,@아스토츠카 공무원한테 뇌물을 먹이려다니.
traveler:SEARCH_BRIBE_INTRO,"They must pay well for such obedience, dog.","먹이를 잘 주나보지, 애완견아."
traveler:TWO_PASSPORTS,Shit!,망할!
traveler:TWO_PASSPORTS,I make small mistake.,실수를 좀 했네요.
traveler:TWO_PASSPORTS,Please give documents back.,문서 돌려주세요.
traveler:TWO_PASSPORTS,@Why do you have two passports?,@왜 여권이 두 개입니까?
traveler:TWO_PASSPORTS,Is funny story.,재밌는 사연이 있죠.
traveler:TWO_PASSPORTS,I tell you everything.,다 말씀드리겠어요.
traveler:TWO_PASSPORTS,"First, you give papers back to me.","우선은, 서류부터 주시죠."
traveler:TWO_PASSPORTS,And the others?,다른 건요?
traveler:TWO_PASSPORTS,Last one please.,남은 여권도 주세요.
traveler:IDSUPPLEMENT_COMPLAIN,This id supplement is total pain.,이 신원 보충물 얻는 데 정말 힘들었어요.
traveler:IDSUPPLEMENT_COMPLAIN,Was not easy to get and only lasts few days.,며칠 가지도 않는데 얻는 것도 어렵다니.
traveler:IDSUPPLEMENT_COMPLAIN,You Arstotzkans just make it harder and harder.,당신네 아스토츠카 사람들은 점점 일을 어렵게만 만드는군요.
traveler:IDSUPPLEMENT_COMPLAIN,Why even have open border?,국경은 왜 여는 건지?
traveler:IDSUPPLEMENT_COMPLAIN,Bah.,흥.
traveler:IDSUPPLEMENT_COMPLAIN,Would be better to spend money on bribe.,차라리 뇌물을 주는 게 낫겠네.
traveler:IDSUPPLEMENT_COMPLAIN,Less trouble and faster.,문제도 적고 빠르니까.
traveler:IDSUPPLEMENT_COMPLAIN,I knew it would not even work.,안 먹힐 줄 알았어요.
traveler:CRIMINAL_FIRST,@Funny to see you here.,@또 보니 재밌군요.
traveler:CRIMINAL_FIRST,@Just when starting to look for criminals.,@범죄자들을 수배하려던 참이거든요.
traveler:CRIMINAL_FIRST,Criminals?,범죄자?
traveler:CRIMINAL_FIRST,What are you saying?,무슨 말입니까?
traveler:DENIAL_REASON_FIRST,Denied?,거부라고요?
traveler:DENIAL_REASON_FIRST,For what reason?,사유가 뭡니까?
traveler:DENIAL_REASON_FIRST,@It is clearly stamped there.,@도장에 다 적혀있습니다.
traveler:DENIAL_REASON_FIRST,Oh.~,아.~
traveler:DENIAL_REASON_FIRST,Screw you anyways.,엿이나 먹어.
traveler:NO_IMPORIANS_FIRST,@Imporians are prohibited from entering.,@임포르인들은 입국이 불허되어 있습니다.
traveler:NO_IMPORIANS_DAY,@Imporians are prohibited from entering.,@임포르인들은 입국이 불허되어 있습니다.
traveler:NO_UNITEDFED_FIRST,@Do not bring your sickness to Arstotzka.,@아스토츠카에 질병을 가져오면 안 됩니다.
traveler:NO_UNITEDFED_FIRST,What?,뭐요?
traveler:NO_UNITEDFED_FIRST,I am perfectly healthy.,난 완벽하게 건강하다고요.
traveler:NO_UNITEDFED_FIRST,It is so easy to deny entry.,입국 거부하는 거 참 쉽네.
traveler:NO_UNITEDFED_FIRST,All this paperwork is wasted.,내가 얻은 이 문서 다 헛 거야.
traveler:NO_UNITEDFED,@Do not bring your sickness to Arstotzka.,@아스토츠카에 질병을 가져오면 안 됩니다.
traveler:NO_UNITEDFED,What?,뭐요?
traveler:NO_UNITEDFED,I am perfectly healthy.,난 완벽하게 건강하다고요.
traveler:NO_UNITEDFED,It is so easy to deny entry.,입국 거부하는 거 참 쉽네.
traveler:NO_UNITEDFED,All this paperwork is wasted.,내가 얻은 이 문서 다 헛 거야.
traveler:CONFISCATION_DISTRICT_FIRST,Thank you. It is good to be back home.,고마워요. 고향에 돌아가니 좋군요.
traveler:CONFISCATION_DISTRICT_FIRST,I am leaving for trip soon so I just need my passport back.,곧 떠나야 하니 여권을 돌려주세요.
traveler:CONFISCATION_DISTRICT_FIRST,@It is being confiscated.,@여권은 압수되었습니다.
traveler:CONFISCATION_DISTRICT_FIRST,What do you mean?,무슨 말인가요?
traveler:CONFISCATION_DISTRICT_FIRST,@Contact number on slip for recovery.,@안내표의 번호에 연락하십시오.
traveler:CONFISCATION_DISTRICT_FIRST,You can just hand it back.,그냥 돌려주면 되잖아요.
traveler:CONFISCATION_DISTRICT_FIRST,@It has been filed. I cannot give it back.,@이미 압수해서 돌려드릴 수 없습니다.
traveler:CONFISCATION_DISTRICT_FIRST,I am not leaving without passport.,여권 없이는 못 떠나요.
traveler:CONFISCATION_DISTRICT_FIRST,Where is my passport?,내 여권 어디있어요?
traveler:CONFISCATION_DISTRICT_FIRST,You deny entry and take passport?,입국도 거부하고 여권도 뺏어요?
traveler:CONFISCATION_DISTRICT_FIRST,What am I supposed to do?,어쩌라는 겁니까?
traveler:CONFISCATION_DISTRICT_FIRST,@Contact number on slip.,@안내표의 번호에 연락하십시오.
traveler:CONFISCATION_DISTRICT_FIRST,You cannot do this to me!,이런 짓을 할 수는 없어요!
traveler:CONFISCATION_DISTRICT_FIRST,I am Arstotzkan citizen.,난 아스토츠카 시민이라고요.
traveler:CONFISCATION_DISTRICT_FIRST,I have right to travel freely.,난 자유롭게 여행할 권리가 있어요.
traveler:WHISTLEBLOWER,Thank you.,고마워요.
traveler:WHISTLEBLOWER,I hope that things are better here.,여기라면 마음 놓을 수 있겠군요.
traveler:WHISTLEBLOWER,What? I was promised asylum here.,뭡니까? 망명을 허가해준다고 들었는데.
traveler:WHISTLEBLOWER,I have nowhere else to go.,갈 곳이 없다고요.
traveler:WHISTLEBLOWER,@This is not my problem.,@그건 제가 알 바가 아니죠.
traveler:ACCESSPERMIT_FIRST,You Arstotzkans keep changing rules here.,당신네 아스토츠카 사람들은 여기 규칙을 계속 바꾸네요.
traveler:ACCESSPERMIT_FIRST,My sister came through last week with different documents.,지난 주에 여길 지났던 여동생은 다른 서류를 가지고 가던데.
traveler:ACCESSPERMIT_FIRST,Now I need new access permit.,이젠 접근 허가증이 있어야 한다니.
traveler:ACCESSPERMIT_FIRST,Costs twice as much as before.,전보다 2배는 더 비싸잖아.
traveler:ACCESSPERMIT_WRONG,What the hell is access permit?,접근 허가증은 도대체 뭡니까?
traveler:ACCESSPERMIT_WRONG,Do you mean entry permit?,입국 허가증 말하는 거예요?
traveler:ACCESSPERMIT_WRONG,I have it there.,그거라면 저기 있어요.
traveler:ACCESSPERMIT_WRONG,@I mean access permit.,@접근 허가증이 필요합니다.
traveler:ACCESSPERMIT_WRONG,Never heard of it. Sounds stupid.,처음 듣는데요. 이름도 이상한데.
traveler:ACCESSPERMIT_WRONG,@Entry permit and supplement are no longer accepted.,@입국 허가서와 보충물은 더 이상 받지 않습니다.
traveler:ACCESSPERMIT_WRONG,@Access permit replaces them.,@접근 허가증이 대체합니다.
traveler:ACCESSPERMIT_WRONG,@Makes my job easier.,@보다 일을 쉽게 만들어주거든요.
traveler:ACCESSPERMIT_WRONG,I do not care about your job.,당신 일이야 내 알 거 없고.
traveler:ACCESSPERMIT_WRONG,Damnit.,망할.
traveler:STRICT_BORDER,I've heard this is very strict checkpoint.,여기 굉장히 엄격한 검문소라고 들었어요.
traveler:STRICT_BORDER,I am glad my papers are in order.,서류를 제대로 챙겨와서 다행이네요.
traveler:DESPERATE_BEFORECLOSE,I have heard the border will close.,국경이 곧 닫힌다던데요.
traveler:DESPERATE_BEFORECLOSE,My access permit will not arrive in time.,내 접근 허가증이 제때 못 올 거예요.
traveler:DESPERATE_BEFORECLOSE,Please have mercy.,제발 좀 봐줘요.
traveler:DESPERATE_BEFORECLOSE,Yes I know. I just told you that.,나도 알아요. 막 말했잖아요.
traveler:DESPERATE_BEFORECLOSE,I am afraid the border will close before I can enter.,내가 입국하기 전에 국경이 닫힐까 걱정되네요.
traveler:WALLCOMMENT_PLAQUEONE,What is this plaque on the wall?,벽에 이건 뭐죠?
traveler:WALLCOMMENT_PLAQUEONE,You are recognized for presence?,뭐 참가했다는 증표인가요?
traveler:WALLCOMMENT_PLAQUEONE,Way to go.,멋지네요.
traveler:WALLCOMMENT_PLAQUEONE,What is this on the wall?,벽에 걸린 이건 뭐죠?
traveler:WALLCOMMENT_PLAQUEONE,Recognized for sufficience?,적임자라는 증표?
traveler:WALLCOMMENT_PLAQUEONE,Impressive. Why even bother with plaque?,멋지네요. 그런데 왜 이런 거에 연연해요?
traveler:WALLCOMMENT_PLAQUEONE,You are recognized for excellence?,실적 인정 받은 거라도 되나요?
traveler:WALLCOMMENT_PLAQUEONE,I hope they give you raise and not just plaque.,이런 거 말고 돈이나 더 주면 좋을 텐데.
traveler:WALLCOMMENT_PLAQUEONE,Find a better plaque.,더 좋은 걸로 걸어요.
traveler:WALLCOMMENT_PLAQUEONE,This one looks like cheap shit.,이건 싸구려처럼 보이네.
traveler:WALLCOMMENT_PLAQUEONE,Figures.,꼬락서니 하곤.
traveler:WALLCOMMENT_PLAQUEONE,You are like this plaque.,당신은 이 벽에 걸린 물건과도 같군요.
traveler:WALLCOMMENT_PLAQUEONE,Cheap shit.,싸구려 같아요.
traveler:WALLCOMMENT_PLAQUEONE,What the hell?,뭡니까?
traveler:WALLCOMMENT_ARSKICKER,Nice banner!,멋진 우승기네요!
traveler:WALLCOMMENT_ARSKICKER,I remember that game.,경기에서 저거 본 기억 있어요.
traveler:WALLCOMMENT_ARSKICKER,Intense.,강렬했죠.
traveler:WALLCOMMENT_ARSKICKER,Go Arskickers!,아스키커즈 화이팅!
traveler:WALLCOMMENT_ARSKICKER,What the hell?,뭡니까?
traveler:WALLCOMMENT_ARSKICKER,I thought we have Arskickers connection.,아스키커즈에 대한 연대가 있다고 생각했는데.
traveler:WALLCOMMENT_SONDRAWING,What is this drawing on the wall?,벽에 이 그림은 뭐죠?
traveler:WALLCOMMENT_SONDRAWING,My dog can do better.,우리 집 개가 더 잘 그리겠네.
traveler:WALLCOMMENT_SONDRAWING,@It is from my son.,@우리 아들 그림입니다.
traveler:WALLCOMMENT_SONDRAWING,Oh.~,아.~
traveler:WALLCOMMENT_SONDRAWING,Maybe he should try sports.,운동을 좀 해봐야 할 거 같네요.
traveler:WALLCOMMENT_SONDRAWING,Thanks.,고마워요.
traveler:WALLCOMMENT_SONDRAWING,The drawing is not so bad really.,사실 그림이 그리 나쁘진 않아요.
traveler:WALLCOMMENT_SONDRAWING,I was just in rough mood. Sorry.,그냥 좀 기분이 별로였어요. 미안해요.
traveler:WALLCOMMENT_SONDRAWING,Huh?,응?
traveler:WALLCOMMENT_SONDRAWING,"You deny me for comment about drawing, right?",그림 좀 뭐라했다고 거부하는 건가요?
traveler:WALLCOMMENT_SONDRAWING,@The exit is to your right.,@출구는 우측입니다.
traveler:WALLCOMMENT_SONDRAWING,What are you doing?,뭐 하는 겁니까?
traveler:WALLCOMMENT_SONDRAWING,Is this because I make fun of drawing?,그림 좀 놀렸다고?
traveler:WALLCOMMENT_SONDRAWING,I take it back!,취소할게요!
traveler:WALLCOMMENT_SONDRAWING,Picture should be in museum!,그 그림은 박물관에 걸려야 해요!
traveler:WALLCOMMENT_FAMILYPHOTO,I like picture on wall here.,좋은 사진이네요.
traveler:WALLCOMMENT_FAMILYPHOTO,Reminds me of how my family was.,우리 가족 생각이 나요.
traveler:WALLCOMMENT_FAMILYPHOTO,Thank you.,고마워요.
traveler:WALLCOMMENT_FAMILYPHOTO,Take care of your family.,당신 가족 잘 챙겨요.
traveler:WALLCOMMENT_FAMILYPHOTO,It is too easy to lose them.,가족은 잃기 쉬우니까.
speech:ask-purpose,What is the purpose of your trip?,무슨 목적으로 오셨습니까?
speech:state-purpose,Visiting.,방문요.
speech:state-purpose,Just visiting.,그냥 사람 좀 보려고요.
speech:state-purpose,I am visiting relatives.,친척 만나러 왔어요.
speech:state-purpose,Visiting friends.,친구 보러요.
speech:state-purpose,I come for visit.,사람 만나러 왔죠.
speech:state-purpose,Only to visit.,그냥 사람 좀 보려고요.
speech:state-purpose,I will visit friends.,친구 좀 볼 겁니다.
speech:state-purpose,Transit.,지나가는 거예요.
speech:state-purpose,I pass through.,지나가는 거죠.
speech:state-purpose,Transit through the country.,여기를 통해서 다른 곳으로 가려고요.
speech:state-purpose,I am transiting to elsewhere.,다른 곳으로 가려고 통과하는 거예요.
speech:state-purpose,Transit through Arstotzka.,아스토츠카를 통과하는 거예요.
speech:state-purpose,Passing through.,지나가는 겁니다.
speech:state-purpose,I am in transit.,통과하는 겁니다.
speech:state-purpose,Work.,노동입니다.
speech:state-purpose,I come to work.,일 하러 왔어요.
speech:state-purpose,I have job here.,여기 직장이 있어서요.
speech:state-purpose,I plan to work.,일 때문에 왔어요.
speech:state-purpose,Immigrating.,이민이오.
speech:state-purpose,I am immigrating to Arstotzka.,아스토츠카에 이민 왔습니다.
speech:state-purpose,I will move here.,여기로 이사 올 겁니다.
speech:state-purpose,I am coming to live with my husband.,여기 남편이랑 같이 살러 왔어요.
speech:state-purpose,I am coming to live with my wife.,여기 마누라랑 같이 살러 왔어요.
speech:state-purpose,I am diplomatic envoy.,외교 사절단 입니다.
speech:state-purpose,I was called to diplomatic discussions.,외교 회담에 참석하려고 왔지요.
speech:state-purpose,My presence was requested.,회담에 참석을 요청받아서 말이죠.
speech:state-purpose,I am seeking asylum.,망명을 찾아 왔습니다.
speech:state-purpose,I come for political asylum.,정치적 망명입니다.
speech:state-purpose,Asylum.,망명요.
speech:ask-wrong-purpose,This entry permit is for work.,이 허가증에는 노동용이라고 적혀있군요.
speech:ask-wrong-purpose,You are authorized for transit only.,통과만 하실 수 있습니다.
speech:ask-wrong-purpose,You have only a visitors entry permit.,방문만 허락 되는군요.
speech:ask-wrong-purpose,This entry permit is for immigrating.,이 허가증은 이민용입니다.
speech:ask-wrong-purpose,Your entry purpose does not match up.,목적이랑 서류가 일치하지 않는군요.
speech:ask-wrong-purpose,This entry permit purpose does not match.,목적이 입국 허가증과 일치하지 않는군요.
speech:mistake-prefix,Right.,그러네요.
speech:mistake-prefix,I make mistake.,실수 했어요.
speech:mistake-prefix,"Yes, of course.","맞아, 그랬지."
speech:mistake-prefix,Apologies.,미안해요.
speech:wrong-purpose,$mistake-prefix I am just visiting.,$mistake-prefix 그냥 방문만 하려고요.
speech:wrong-purpose,$mistake-prefix I just pass through.,$mistake-prefix 그냥 통과만 합니다.
speech:wrong-purpose,$mistake-prefix I have come to work.,$mistake-prefix 그냥 일 하러 왔어요.
speech:wrong-purpose,$mistake-prefix I move here permanently.,$mistake-prefix 여기 이민 왔습니다.
speech:ask-duration,Duration of stay?,체류 기간은 어떻게 되시죠?
speech:random-stay,I stay,아마
speech:random-stay,I remain for,기간은
speech:random-stay,It will be,대략
speech:state-duration,$random-stay forever.,$random-stay 영구적으로 머물러요.
speech:state-duration,$random-stay until I die.,$random-stay 죽을 때까지요.
speech:state-duration,I don't plan to leave.,떠날 계획은 없어요.
speech:state-duration,$random-stay just 2 days.,$random-stay 이틀만요.
speech:state-duration,$random-stay couple days.,$random-stay 이틀 정도요.
speech:state-duration,$random-stay just 14 days.,$random-stay 14일만요.
speech:state-duration,$random-stay couple weeks.,$random-stay 2주 정돕니다.
speech:state-duration,$random-stay only two weeks.,$random-stay 2주만 머뭅니다.
speech:state-duration,$random-stay 30 days.,$random-stay 30일입니다.
speech:state-duration,$random-stay a few weeks.,$random-stay 몇 주는 머뭅니다.
speech:state-duration,$random-stay one month.,$random-stay 1달이오.
speech:state-duration,$random-stay 60 days.,$random-stay 60일입니다.
speech:state-duration,$random-stay 8 weeks.,$random-stay 8주 정돕니다.
speech:state-duration,$random-stay couple months.,$random-stay 2달입니다.
speech:state-duration,$random-stay two months.,$random-stay 2달 정도네요.
speech:state-duration,$random-stay 90 days.,$random-stay 90일입니다.
speech:state-duration,$random-stay 12 weeks.,$random-stay 12주 정돕니다.
speech:state-duration,$random-stay three months.,$random-stay 3달 정도네요.
speech:state-duration,$random-stay a few months.,$random-stay 몇 달은 머뭅니다.
speech:state-duration,$random-stay six months.,$random-stay 6개월 정도네요.
speech:state-duration,$random-stay half a year.,$random-stay 반년은 머뭅니다.
speech:state-duration,$random-stay one year.,$random-stay 1년이오.
speech:state-duration,$random-stay full year.,$random-stay 1년 정도입니다.
speech:state-duration,$random-stay a year.,$random-stay 한 해는 머뭅니다.
speech:ask-wrong-duration,The length of your stay is different.,체류 기간이 다른데요.
speech:wrong-duration,$mistake-prefix $state-duration,$mistake-prefix $state-duration
speech:ask-forgery-missing,This document is missing its seal.,문서에 인장이 없군요.
speech:ask-forgery-missing,There is no seal here.,여기 인장이 없는데요.
speech:ask-forgery-missing,I do not see the required seal here.,여기 필요한 인장이 없군요.
speech:ask-forgery-wrong,This document is forged.,위조 문서군요.
speech:ask-forgery-wrong,This is a forgery.,위조 문서입니다.
speech:ask-forgery-idcard,This card contains false information.,카드에 잘못된 정보가 적혀있군요.
speech:ask-forgery-diplo,This seal is forged.,인장이 위조되었습니다.
speech:ask-forgery-diplo,This seal is not correct.,올바른 인장이 아니군요.
speech:ask-forgery-asylumgrant,This seal is forged.,위조 인장이네요.
speech:ask-forgery-asylumgrant,This grant is not sealed properly.,제대로 인장이 안 찍혔네요.
speech:ask-wrong-birthdate,These dates do not match.,날짜가 일치하지 않습니다.
speech:forgery,I have no idea what you are talking about.,무슨 말씀 하시는지 모르겠네요.
speech:forgery,I do not know anything about that.,그거에 대해선 아는 바가 없는데요.
speech:forgery,I do not understand.,이해 못하겠어요.
speech:ask-expired-paper,This document has expired.,문서 기한이 만료되었습니다.
speech:ask-expired-paper,You cannot enter using an expired document.,기한 만료된 문서를 가지고 입국하실 순 없습니다.
speech:expired-permit,I could not come until now.,이제서야 온 거예요.
speech:expired-permit,I was busy.,바빴어요.
speech:expired-passport,What? That is mistake. I just renewed it.,뭐라고요? 그거 실수 아닙니까? 막 갱신했는데.
speech:expired-passport,That must be a typographical error.,인쇄 오류가 분명해요.
speech:expired-asylumgrant,There was nothing I could do.,할 수 있는 게 없었어요.
speech:expired-asylumgrant,My travel was difficult.,힘들게 여기까지 왔다고요.
speech:expired-asylumgrant,"Please, have mercy.","제발, 좀 봐줘요."
speech:ask-missing-passport,Where is passport?,여권 어디 있습니까?
speech:ask-missing-passport,A passport is required.,여권이 필요합니다.
speech:missing-passport,They took away my passport.,어떤 사람들이 여권을 뺏아갔어요.
speech:missing-passport,What is passport?,여권이 뭐죠?
speech:ask-missing-entrypermit,Where is the entry permit?,입국 허가증은 어디에 있습니까?
speech:ask-missing-entrypermit,You have no entry permit.,입국 허가증이 없군요.
speech:ask-missing-entrypermit,The entry permit is missing.,입국 허가증이 없네요.
speech:missing-permit,I was not able to get one.,못 얻었어요.
speech:missing-permit,What is that?,그게 뭔데요?
speech:missing-permit,Do I need one?,필요한 건가요?
speech:missing-permit,Is required?,필수인가요?
speech:missing-permit,I lost it.,잃어버렸어요.
speech:missing-permit,I did not know it was required.,필수인지 몰랐어요.
speech:ask-missing-workpermit,Where is the work pass?,노동 허가서는 어디에 있죠?
speech:ask-missing-workpermit,You have no work pass.,노동 허가서가 없군요.
speech:ask-missing-workpermit,The work pass is missing.,노동 허가서가 없는데요.
speech:missing-workpermit,I will get one after I enter.,입국 후에 얻을 거예요.
speech:ask-missing-idcard,Where is your id card?,시민등록증은 어디에 있습니까?
speech:ask-missing-idcard,I need your id card.,시민등록증이 필요한데요.
speech:missing-idcard,I never got one.,그런 거 없어요.
speech:missing-idcard,I left before they were issued.,통보 받기 전에 출발해서요.
speech:missing-idcard,I lost it.,잃어버렸어요.
speech:ask-missing-idsupplement,You must carry an id supplement.,신원 보충물을 소지하셔야 합니다.
speech:ask-missing-idsupplement,Where is your id supplement?,신원 보충물은 어디에 있습니까?
speech:missing-idsupplement,I never got one.,그런 거 없어요.
speech:missing-idsupplement,What is a supplement?,그게 뭔데요?
speech:missing-idsupplement,This was not provided to me.,그런 얘기 못 들었는데.
speech:ask-missing-asylumgrant,You have no grant for asylum.,망명 허가서가 없는데요.
speech:ask-missing-asylumgrant,Where is your asylum grant?,망명 허가서는 어디에 있습니까?
speech:missing-asylumgrant,I could not secure one in time.,제때 발급 못 받았어요.
speech:missing-asylumgrant,I have none.,없어요.
speech:missing-asylumgrant,What is that?,그게 뭔데요?
speech:ask-missing-accesspermit,Where is the access permit?,접근 허가증은 어디에 있습니까?
